,name,text,Label,reviewUrl,reviewerUrl,stars,publishAt,text_tokens
304,Nurul Hidayat,enak pool,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHbnA2REd3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGnp6DGw%7CCgwIloz0iwYQiOuAqgI%7C?hl=id,https://www.google.com/maps/contrib/113599656483389815516?hl=id,5,setahun lalu,enak pool
305,ماس ارف جحورى,rasanya mantap,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURzNHZqcVpBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDs4vjqZA%7CCgwIk9fpiwYQiLrdywE%7C?hl=id,https://www.google.com/maps/contrib/114691899213075141368?hl=id,5,setahun lalu,mantap
306,Miftahul jannah,langga dan selalu enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHa3RpblFREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGktinQQ%7CCgwIkdfWiwYQkLreyQM%7C?hl=id,https://www.google.com/maps/contrib/102331356448752968883?hl=id,4,setahun lalu,langga enak
307,Eno Naval,nasinya kurang lunak,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHb3Z1bTRRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGovum4QE%7CCgoIzbHViwYQyIly%7C?hl=id,https://www.google.com/maps/contrib/113323365315745539862?hl=id,4,setahun lalu,nasi lunak
308,Yudhistira PIP,warung legendaris di kota bangkalan dengan pilihan menu maka yang enak dan pastinya legit,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHd3VpQ3hRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGwuiCxQE%7CCgwI2_HSiwYQ4Jfi7wE%7C?hl=id,https://www.google.com/maps/contrib/101719143365038429628?hl=id,5,setahun lalu,warung legendaris kota bangkal pilih menu enak pasti legit
309,aris bnimf,mantap masakanyae,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHcklEcVNnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGrIDqSg%7CCgwIpsXKiwYQsLSr8gE%7C?hl=id,https://www.google.com/maps/contrib/100082573681046790998?hl=id,4,setahun lalu,mantap masakanyae
310,Hasan Basri,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHakxxR3hRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICGjLqGxQE%7CCgwIhsvIiwYQiKjC1gE%7C?hl=id,https://www.google.com/maps/contrib/101592362156929190106?hl=id,5,setahun lalu,enak
318,Trisnayati Awitta,worth the money rasa masakanya enak pas di lidah area parkir agak sempit tapi ada petugas parkir yang siap bantu no worries,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2dTdQcm1nRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID6u7PrmgE%7CCgwIsN6WiwYQuPzUtwE%7C?hl=id,https://www.google.com/maps/contrib/105453100779832273538?hl=id,4,setahun lalu,worth money masakanya enak pas lidah area parkir sempit tugas parkir bantu worries
320,Devi Ambar,selalu enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2azVDTDlRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID6k5CL9QE%7CCgwIvfWJiwYQ0MHygwM%7C?hl=id,https://www.google.com/maps/contrib/116331042147891916013?hl=id,5,setahun lalu,enak
322,zaki mubarok,maka enak dan tempat nyaman,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ2dWFucUVnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID6uanqEg%7CCgsI6ojuigYQ6MypPg%7C?hl=id,https://www.google.com/maps/contrib/115046154248260052848?hl=id,5,setahun lalu,enak nyaman
328,Naniek Purwaningtias,aku suka sekali soto jerohan sama nasi petisnya uenaakkkk cuman sayang minumnya gak ada jeruk manisnya jadi pakai jeruk nipis ya kecuuuuttt,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ2MHQyektnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID60t2zKg%7CCgwIyM67igYQ8J3koAI%7C?hl=id,https://www.google.com/maps/contrib/103879768082091807026?hl=id,5,setahun lalu,suka soto johan nasi petis uenaakkkk cuman sayang minum gak jeruk manis pakai jeruk nipis ya kecuuuuttt
334,Novi Moucup,enak lezat harga bersahabat kali kesana tidak mengecewakan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2eUp6U3ZRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID6yJzSvQE%7CCgwIneWbigYQ-ITetwI%7C?hl=id,https://www.google.com/maps/contrib/101087490868455421980?hl=id,5,setahun lalu,enak lezat harga sahabat kali kesana kecewa
336,yudi Kriswanto,mantap,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2djlMUWVnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6v9LQeg%7CCgwI7M-PigYQqO2zuAI%7C?hl=id,https://www.google.com/maps/contrib/114013761386461269373?hl=id,4,setahun lalu,mantap
337,Rike Wijaya,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2NzVfTVp3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC675_MZw%7CCgwItrKNigYQ6MCMwAM%7C?hl=id,https://www.google.com/maps/contrib/103193156520074924656?hl=id,5,setahun lalu,enak
340,Gatot Yanto,mantab coy,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM2bDQyZWxnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6l42elgE%7CCgwIkY2GigYQiL6azQM%7C?hl=id,https://www.google.com/maps/contrib/112147872145071021074?hl=id,3,setahun lalu,mantab coy
342,Purwadi Setiawan,enak mantab,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2MUx5elVREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC61LyzUQ%7CCgsIq6X6iQYQ4J2yLg%7C?hl=id,https://www.google.com/maps/contrib/107305177704392290257?hl=id,5,setahun lalu,enak mantab
343,buya hasan,maka enak parkir cukup sayang pelayan nya kurang ramah coba study banding ke rm makan yang lain biar tambah ilmu,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2aS1xN1pREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6i-q7ZQ%7CCgwI9Ob5iQYQ4PbZogE%7C?hl=id,https://www.google.com/maps/contrib/114214819734720166353?hl=id,4,setahun lalu,enak parkir sayang layan nya ramah coba study banding rm makan biar ilmu
345,Bhang Udhen's,pokok ny enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM2d195YW13RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6w_yamwE%7CCgwI0oXyiQYQsK7j4AE%7C?hl=id,https://www.google.com/maps/contrib/104209818854622231086?hl=id,5,setahun lalu,pokok ny enak
346,rosikaonly,menu makanya enak semua harga terjangkau area parkir luas dan kamar mandi bersih,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2eGRyUUhBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6xdrQHA%7CCgsIvKnmiQYQ2LSyNQ%7C?hl=id,https://www.google.com/maps/contrib/116919430275834399423?hl=id,5,setahun lalu,menu enak harga jangkau area parkir luas kamar mandi bersih
348,Krisna Hidayatullah,mantap porsi pas lauknya enak banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2NmVQS2NREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC66ePKcQ%7CCgwIruDhiQYQyLvdswI%7C?hl=id,https://www.google.com/maps/contrib/117095591571443078466?hl=id,5,setahun lalu,mantap porsi pas lauk enak banget
349,ocal Sophan,bersih enak harga sesuai isi,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM2eVpIdWxRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6yZHulQE%7CCgwIt8ffiQYQ-LK0tQE%7C?hl=id,https://www.google.com/maps/contrib/104031589424696849939?hl=id,5,setahun lalu,bersih enak harga sesuai isi
352,Syariful Annam,makanya enak walaupun dalam gang tapi parkir mobil luas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM2bks3NzBBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6nK770AE%7CCgwI1cK6iQYQoNuvugE%7C?hl=id,https://www.google.com/maps/contrib/109667584265726323201?hl=id,5,setahun lalu,enak gang parkir mobil luas
354,Ahmad Busiri,mantap masakannya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM2c0pxWGhBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIC6sJqXhAE%7CCgwImYqpiQYQ6PvbrQM%7C?hl=id,https://www.google.com/maps/contrib/100789599135930748666?hl=id,5,setahun lalu,mantap masakan
356,Abdullah R,amboina warung legend yang rasanya maknyus dari masa ke masa,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURhMl9QODlBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDa2_P89AE%7CCgsInceYiQYQ2NrMNg%7C?hl=id,https://www.google.com/maps/contrib/103026988106234480019?hl=id,5,setahun lalu,amboina warung legend maknyus
358,Fathony Aziz,soto babatnya uuakeh iwake maknyus,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURhOHBQa0pBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDa8pPkJA%7CCgwInIH0iAYQuJSmvgM%7C?hl=id,https://www.google.com/maps/contrib/102654999397538356550?hl=id,5,setahun lalu,soto babat uuakeh iwake maknyus
359,Amar Ma'ruf,gak enak tempatnya jorok dagingnya gak mateng pengen muntah,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURhc3JQRHNnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDasrPDsgE%7CCgwI54PziAYQwPHlqQE%7C?hl=id,https://www.google.com/maps/contrib/105683469015881447376?hl=id,1,setahun lalu,gak enak tempat jorok daging gak mateng ken muntah
360,Ardian Rahcman Prasetiyo,nasi campurnya enak banget kalau disini jadi tempat pilihan wisata kuliner kalau ke bangkalan tapis sekarang porsi nasinya dikurangin deh gak sebanyak dulu,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURhZ3EzbU1nEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDagq3mMg%7CCgwIg97siAYQkM6KxwM%7C?hl=id,https://www.google.com/maps/contrib/112634265508908969667?hl=id,5,setahun lalu,nasi campur enak banget pilih wisata kuliner bangkal tapis porsi nasi rangin deh gak
366,azwa Tanjungbumi Bangkalan,mantapp,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhcHRqUkVBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICaptjREA%7CCgwIm82OiAYQ2KW6sQE%7C?hl=id,https://www.google.com/maps/contrib/112358430718397108763?hl=id,5,setahun lalu,mantapp
367,Asia Ajah,soto babat dn nasi campur gang amboina mantuul,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURxcjhhcWZ3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDqr8aqfw%7CCgwI0sPUhwYQiIndiAI%7C?hl=id,https://www.google.com/maps/contrib/109248329181111956857?hl=id,5,setahun lalu,soto babat dn nasi campur gang amboina mantuul
368,Chece 71,tempat nya nyaman tidak terlalu mengantri juga maka nya tetap enak dari dulu,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxMThXRjh3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDq18WF8wE%7CCgwIycrOhwYQoJK2ngM%7C?hl=id,https://www.google.com/maps/contrib/116617305138680293161?hl=id,4,setahun lalu,nya nyaman antri nya enak
369,Muhammad Rifqi Arifandi,masakannya enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxMjlXRDlnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDq29WD9gE%7CCgwItuDFhwYQqPjq3AI%7C?hl=id,https://www.google.com/maps/contrib/114957840352629715611?hl=id,4,setahun lalu,masakan enak
370,Awang Guntur Pamungkas,enak kuah nya seger dengan potongan daging empal dan paru yg renyah,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxazdLRTNnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDqk7KE3gE%7CCgwI1se_hwYQyMqIpwE%7C?hl=id,https://www.google.com/maps/contrib/114988451589076297256?hl=id,5,setahun lalu,enak kuah nya seger potong daging empal paru yg renyah
371,Yayasan An Nashiriyah,enak masakannya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURxbmNQN1FBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDqncP7QA%7CCgwIhO29hwYQsNTUxQE%7C?hl=id,https://www.google.com/maps/contrib/108195957866658616604?hl=id,4,setahun lalu,enak masakan
372,CAK SOBIR,mantab pastinya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxNmViT2h3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDq6ebOhwE%7CCgwI1-azhwYQqLaQqwM%7C?hl=id,https://www.google.com/maps/contrib/109373318242337799903?hl=id,5,setahun lalu,mantab pasti
373,Ibnu Hasan,maknyus,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxOElpczdRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDq8Iis7QE%7CCgwIivLbhgYQ4PvVgQM%7C?hl=id,https://www.google.com/maps/contrib/101178840682001398736?hl=id,5,setahun lalu,maknyus
378,muslim mubaroq,nasi campur dan rawonnya mamtapp,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNxMWFuVTlRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICq1anU9QE%7CCgsIt8ybhgYQyMn-ZA%7C?hl=id,https://www.google.com/maps/contrib/101705561122084467271?hl=id,4,setahun lalu,nasi campur rawon mamtapp
382,Feni Penges,makanya enak banget rawon enak dagingnya banyakkk soto babat enak babat e banyak banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxNHRMeEh3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICq4tLxHw%7CCgwI1N_zhQYQuIbzmAM%7C?hl=id,https://www.google.com/maps/contrib/107320103350183984890?hl=id,5,setahun lalu,enak banget rawon enak daging banyakkk soto babat enak babat e banget
388,Christianty Han,legenda gak pernah bohong semua menu enaaak potongan daging besar dan puuuaasss,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxaXByeU9REAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICqipryOQ%7CCgwI6uPdhQYQ6O6L1wM%7C?hl=id,https://www.google.com/maps/contrib/100723284591880440777?hl=id,5,setahun lalu,legenda gak bohong menu enaaak potong daging puuuaasss
390,Alex Christian,taste good good portion and cheap price definitely worth a try,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxb3ZHVVlBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICqovGUYA%7CCgwIyvzVhQYQ0NnUtwI%7C?hl=id,https://www.google.com/maps/contrib/104284402286201491118?hl=id,5,setahun lalu,taste good good portion cheap price definitely worth try
393,Moelyo Prasetyo,the taste of the food is good and you can have it with affordable price around idr i have try nasi campur meat boiled egg and the taste is very good next visit i should try gule kambing or soto babat ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxek9pYVV3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICqzOiaUw%7CCgwIwbzIhQYQsKnRrwE%7C?hl=id,https://www.google.com/maps/contrib/118099706188973296233?hl=id,5,setahun lalu,taste food good affordable price around idr try nasi campur meat boiled egg taste good next visit try gule kambing soto babat
395,Anton Putro,maka khas bangkalan madura yang maknyus,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxMktIS2F3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICq2KHKaw%7CCgwI9am4hQYQ6OibggI%7C?hl=id,https://www.google.com/maps/contrib/103013468459314599257?hl=id,5,setahun lalu,khas bangkal madura maknyus
396,Sawitri Center,paru nya enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxMkpTbFF3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICq2JSlQw%7CCgsIk-G3hQYQ6JWNCA%7C?hl=id,https://www.google.com/maps/contrib/103372597283358847631?hl=id,5,setahun lalu,paru nya enak
397,Andika Hamid,masakannya enaj,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxMk5qQk9REAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICq2NjBOQ%7CCgwI9NO3hQYQyISb3QI%7C?hl=id,https://www.google.com/maps/contrib/114703131677657545548?hl=id,5,setahun lalu,masakan enaj
399,sri kurniawati,ada rawon soto babat nasi campur nasi petis semuanys enakkk,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNxcUpIdjNRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICqqJHv3QE%7CCgsIn5u0hQYQyLb6Ig%7C?hl=id,https://www.google.com/maps/contrib/109030251435308405314?hl=id,4,setahun lalu,rawon soto babat nasi campur nasi petis semuanys enakkk
403,pandu ardian daud,uenak wes g d ragukan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNxa01hcTFRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICqkMaq1QE%7CCgwIlYOrhQYQqIedngM%7C?hl=id,https://www.google.com/maps/contrib/108597160406031819279?hl=id,5,setahun lalu,uenak wes g ragu
405,anies syofyan,walau tempatnya masuk gang tapi parkir cukup luas nasi campur enak rawon juga enak pingin nyoba gule kambing tapi blm matang,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNxb1B6U1lnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICqoPzSYg%7CCgwIsPunhQYQ4Kmb1QM%7C?hl=id,https://www.google.com/maps/contrib/107294313372349804929?hl=id,4,setahun lalu,tempat masuk gang parkir luas nasi campur enak rawon enak pingin nyoba gule kambing blm matang
407,Dyah Chandrawati,salah satu dari nasi campur khas bangkalan yg terenak di bangkalan madura soto rawon gulenya juga enak rasa bintang tapi harga kaki ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURLNy1uYWhBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDK7-nahAE%7CCgwI0O6dhQYQ-IfmsQM%7C?hl=id,https://www.google.com/maps/contrib/113012649871609268160?hl=id,5,setahun lalu,salah nasi campur khas bangkal yg enak bangkal madura soto rawon gulenya enak bintang harga kaki
409,Helmy Ferdiyansyah,maknyuussss nasi campuurrr nyaaa,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURLeF82RXR3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDKx_6EtwE%7CCgwI_uKOhQYQyIjt2gM%7C?hl=id,https://www.google.com/maps/contrib/103187932038684020555?hl=id,5,setahun lalu,maknyuussss nasi campuurrr nyaaa
412,kaji deki,masakanna sama seperti dahulu kala tidak brubah tetep enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURLbllHcURREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDKnYGqDQ%7CCgwI3JqJhQYQ-IPhxwE%7C?hl=id,https://www.google.com/maps/contrib/106291518015382970725?hl=id,5,setahun lalu,masakanna brubah tetep enak
413,Mazt Adhe (Don),enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURLamJEOHh3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDKjbD8xwE%7CCgwI4oCChQYQ6MmlkwE%7C?hl=id,https://www.google.com/maps/contrib/112268531310525121315?hl=id,5,setahun lalu,enak
422,Yuri Hyundai SunGubeng,tempat makan yg enak di bangkalan terutama sotonya maknyus info mobil listrik ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLdnFXVVNnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICKvqWUSg%7CCgwIooe1gwYQyKeq4gI%7C?hl=id,https://www.google.com/maps/contrib/109134203726028036648?hl=id,5,2 tahun lalu,makan yg enak bangkal soto maknyus info mobil listrik
423,Dian Prakoso,salah satu tempat makan yang sangat direkomendasikan untuk mencoba aneka masakan khas madura bangkalan sangat lezat dengan porsi besar dan harga yang pantas tempat parkir mobil cukup memadai gule kambing lezat bumbunya meresap tapi kuah terasa ringan tidak terlalu kental berminyak ataupun bersantan seperti gule di jawa rawon juga berkuah ringan sedap tapi kaya rasa nasi campur juga patut dicoba nyaman ongghu sakalangkong,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLNXBlbXhBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICK5pemxAE%7CCgsI8bClgwYQ8L2pRA%7C?hl=id,https://www.google.com/maps/contrib/107334019052899412272?hl=id,5,2 tahun lalu,salah makan rekomendasi coba aneka masakan khas madura bangkal lezat porsi harga parkir mobil pada gule kambing lezat bumbu resap kuah ringan kental minyak santan gule jawa rawon kuah ringan sedap kaya nasi campur patut coba nyaman ongghu sakalangkong
425,Nia Happy-Happy Official,masakan yg siippp lezat n harga kaki lima,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLaG9mOUJBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICKhof9BA%7CCgwIs_OggwYQgPu5gwI%7C?hl=id,https://www.google.com/maps/contrib/108493103144793171751?hl=id,5,2 tahun lalu,masakan yg siippp lezat n harga kaki
426,Irianto Eluay,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLbXZ1eXFBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICKmvuyqAE%7CCgwI-qebgwYQgOe7xwM%7C?hl=id,https://www.google.com/maps/contrib/110400679666201559245?hl=id,5,2 tahun lalu,enak
427,Suck Era 80,maknyus,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLbXFqcWpBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICKmqjqjAE%7CCgwIxfOZgwYQ4MyG7AE%7C?hl=id,https://www.google.com/maps/contrib/109332082220248388374?hl=id,5,2 tahun lalu,maknyus
